id,price
0,10716
1,15717
2,1237
3,422
4,3919
5,1842
6,878
7,4260
8,781
9,4704
10,8162
11,3787
12,470
13,1038
14,5222
15,7942
16,2513
17,1935
18,2196
19,14111
20,3511
21,5233
22,6140
23,1125
24,1176
25,876
26,2843
27,596
28,1715
29,5121
30,4020
31,956
32,5807
33,886
34,3593
35,537
36,776
37,1800
38,3013
39,628
40,904
41,4981
42,2942
43,5889
44,4266
45,3478
46,8291
47,1851
48,11550
49,635
50,2268
51,936
52,9471
53,3217
54,7963
55,6922
56,762
57,1002
58,4627
59,6465
60,4479
61,814
62,18312
63,10796
64,2313
65,7207
66,913
67,1792
68,8220
69,990
70,4165
71,540
72,1235
73,995
74,4228
75,2954
76,1600
77,2034
78,4780
79,4724
80,1081
81,1189
82,1246
83,1127
84,3862
85,799
86,605
87,2232
88,2808
89,18231
90,1607
91,555
92,421
93,608
94,2491
95,13063
96,751
97,1819
98,393
99,1970
100,802
101,558
102,1915
103,4333
104,972
105,5864
106,935
107,5188
108,5112
109,15984
110,14775
111,1084
112,4082
113,3407
114,3205
115,855
116,644
117,1984
118,3990
119,1342
120,978
121,672
122,14581
123,4466
124,4068
125,5055
126,11178
127,8825
128,695
129,522
130,2415
131,2976
132,5618
133,7240
134,4724
135,4242
136,698
137,1038
138,1106
139,3604
140,7898
141,4498
142,5557
143,1135
144,17063
145,12229
146,463
147,8592
148,3531
149,2682
150,2809
151,2010
152,7781
153,1666
154,4957
155,5868
156,1980
157,3990
158,3012
159,6793
160,2407
161,9122
162,776
163,4093
164,1168
165,870
166,960
167,518
168,2572
169,707
170,13560
171,828
172,776
173,2439
174,17118
175,1318
176,1607
177,3454
178,1446
179,4194
180,3867
181,1056
182,574
183,10940
184,1125
185,1813
186,969
187,4182
188,5411
189,1080
190,2095
191,4285
192,2303
193,2988
194,961
195,948
196,720
197,14408
198,5139
199,9050
200,1040
201,15651
202,3578
203,5258
204,4535
205,4622
206,11230
207,1268
208,2167
209,5033
210,7492
211,1841
212,3952
213,901
214,1318
215,16129
216,1032
217,9533
218,9256
219,2323
220,1143
221,11899
222,928
223,11580
224,2401
225,2753
226,4321
227,7453
228,7227
229,6609
230,1764
231,844
232,551
233,13669
234,3632
235,1151
236,574
237,15680
238,2062
239,478
240,3908
241,544
242,8314
243,1181
244,5177
245,776
246,413
247,11899
248,4258
249,4021
250,1746
251,1184
252,3000
253,1928
254,11392
255,3967
256,832
257,7526
258,821
259,2560
260,716
261,5408
262,13338
263,731
264,1815
265,907
266,6041
267,3877
268,3519
269,1080
270,15671
271,5767
272,4642
273,1752
274,8019
275,4830
276,1056
277,10528
278,1181
279,532
280,4785
281,3738
282,499
283,668
284,1760
285,1088
286,15102
