id,price
0,15187.775256399278
1,17076.69333403979
2,976.0107534310087
3,491.42655785805374
4,3204.9553174365524
5,1891.4657480078727
6,848.5254458652922
7,4835.208396852168
8,783.5346245058007
9,4252.99138446126
10,8337.472826999016
11,3936.3405081355163
12,576.2333428998605
13,971.8124899036975
14,4215.571766063382
15,7351.955885038315
16,2144.5228032856626
17,1865.0132787516404
18,2324.491703376547
19,16733.19386511364
20,5055.353539427102
21,5350.709844987313
22,6998.600675959488
23,1093.5845735607863
24,1274.7553653622012
25,959.9477477612194
26,2744.0824014000905
27,582.9423729974823
28,1782.9889619365379
29,4905.914736460607
30,4439.095841709876
31,964.5530870155891
32,6194.345978481074
33,913.6125322745831
34,3454.2425318692653
35,575.4705849382086
36,642.2843090369637
37,2167.339077701128
38,2884.0453343519216
39,584.5077005783432
40,904.4856223098084
41,4276.635673437229
42,2860.257816191405
43,6371.869962376315
44,4075.612433147934
45,3236.1004131708933
46,8042.698857060624
47,1875.384119941279
48,11914.168313324055
49,681.6873112618924
50,2017.331624307262
51,838.4842802000519
52,8976.913550648884
53,3286.3367112198434
54,10459.965962383132
55,6690.426653657511
56,814.2852988899937
57,768.3663471876112
58,5028.727745327765
59,6540.043759870108
60,3912.8750341719183
61,846.7971133744173
62,16332.995249141632
63,11218.14367941111
64,2717.948262190932
65,7197.025386407606
66,1009.1667148075157
67,1906.8836946019399
68,9141.447634522689
69,904.1043096361437
70,3897.2214876788094
71,532.6799275340811
72,1184.6611837016899
73,897.4944180500459
74,3872.4531766072105
75,2720.012293618358
76,1462.3653150773098
77,1818.6989857843182
78,4235.928723239305
79,5674.0531085798275
80,709.3585402682569
81,1153.3253244649395
82,1389.4891831435966
83,1267.0413903112092
84,4842.78618121998
85,713.8859248045412
86,761.4684486688617
87,2152.2154963025328
88,3013.064253020376
89,11935.975643560385
90,1666.5296363279374
91,625.5730061875237
92,457.7390803220197
93,583.6888987548889
94,3480.2666225991484
95,14263.308627528542
96,875.1631473279093
97,1854.1096198889675
98,466.0477638898569
99,2303.1595160242905
100,745.5257154022873
101,543.5908035886711
102,2396.7783862407123
103,4163.598120877923
104,864.6905919997705
105,5938.251072005832
106,965.7797688082256
107,5493.473508655509
108,5051.898206440527
109,16149.460470324286
110,15657.679288858862
111,1014.1365530287152
112,3897.4968052191743
113,4176.284248437122
114,3058.834673375121
115,834.2604336189626
116,715.7413857186156
117,1504.752898024658
118,4323.592974024804
119,1661.552840016817
120,1087.3613821222161
121,631.1251630986952
122,17484.268579245625
123,4364.87277852919
124,3615.878589508386
125,5431.623219621995
126,9497.963722610095
127,11185.110756019763
128,758.2981976324531
129,521.413145239851
130,2559.1069837116424
131,2950.3522691220874
132,5927.14453454381
133,6497.678717066854
134,5955.546994437673
135,2847.36871554152
136,692.0373761573811
137,998.6178880710695
138,1103.5219820839159
139,3786.3684943156495
140,8037.108058420697
141,4482.9372255215685
142,5028.76281671791
143,1367.935521495879
144,14942.723656710048
145,12715.360559824776
146,529.5610150714822
147,10567.10573996569
148,3535.5932757494184
149,2842.8306108146803
